M01D7.6.1	CBG22210	1:1	287007
M01D7.5	CBG22209	1:1	313557
M01D7.4a	CBG22217	1:1	797049
M01D7.2a	CBG22219	1:1	659096
Y71G12A.3a	CBG22218	1:1	854813
Y71G12A.4	CBG22222	1:1	565281
Y71G12A.2b	CBG22130	1:1	
Y51F10.7	CBG22129	n:1	312358
Y51F10.5	CBG22127	1:1	847247
Y51F10.4a	CBG22126	1:1	553729
Y51F10.10a	CBG22135	1:1	319577
Y51F10.11	CBG22133	1:1	260009
Y51F10.3a	CBG22132	1:1	319539
Y51F10.2a	CBG22136	1:1	281630
Y20F4.3a	CBG22075	1:1	497682
Y20F4.2	CBG22050	1:1	
Y20F4.4a	CBG12507	n:1	
Y37E3.1	CBG22048	1:1	724704
Y37E3.3	CBG22047	1:1	851551
Y37E3.4.2	CBG22046	1:1	542636
Y37E3.5a	CBG22045	1:1	273292
Y37E3.7.2	CBG22044	1:1	852398
Y37E3.8a	CBG22043	1:1	860639
Y37E3.9	CBG22042	1:1	546956
Y37E3.10a	CBG22041	1:1	865423
Y37E3.11i	CBG22040	1:1	825494
Y37E3.13a	CBG22037	1:1	
Y37E3.15a	CBG22089	1:1	854849
Y37E3.19	CBG22090	1:1	321838
Y37E3.16.1	CBG22091	1:1	
Y37E3.17b	CBG22093	1:1	852582
W03F11.6c	CBG03894	1:1	803923
W03F11.5	CBG03895	1:1	319882
W03F11.1a	CBG03896	1:1	
W03F11.2a	CBG03898	1:1	267004
W03F11.4	CBG15158	n:1	279428
F12B6.1a	CBG03891	1:1	564859
Y39G10AL.3.1	CBG03876	1:1	547099
Y39G10AR.11.1	CBG03877	1:1	580451
Y39G10AR.12a	CBG03879	1:1	274434
Y39G10AR.10	CBG03878	1:1	282035
Y39G10AR.13a	CBG03880	1:1	
Y39G10AR.9b	CBG25234	1:1	748405
Y39G10AR.21a	CBG03881	1:1	684112
Y39G10AR.20	CBG03882	1:1	783413
Y39G10AR.8	CBG03884	1:1	863713
Y39G10AR.7b	CBG03924	1:1	319331
Y39G10AR.14a.1	CBG03890	1:1	780755
Y39G10AR.32a	CBG03889	1:1	313583
Y39G10AR.15	CBG03873	n:1	
Y39G10AR.22	CBG24410	n:m	
Y39G10AR.22	CBG18659	n:m	
Y39G10AR.3a	CBG03977	1:1	571315
Y39G10AR.17	CBG03978	1:1	585259
Y39G10AR.2a	CBG03981	1:1	660343
F23C8.13a	CBG03982	1:1	320124
F23C8.5a.1	CBG03983	1:1	744060
F23C8.6	CBG03984	1:1	775716
F23C8.7	CBG12879	n:1	
F23C8.8	CBG25248	1:1	276729
F23C8.9	CBG03985	1:1	516820
F23C8.4	CBG03986	1:1	863187
T16H5.1a	CBG03987	1:1	769185
Y74C10AL.2.1	CBG03988	1:1	814527
Y74C10AR.3a	CBG03989	1:1	
Y74C10AR.2	CBG03990	1:1	320536
Y74C10AR.1a	CBG03991	1:1	546966
Y23H5B.6a	CBG03992	1:1	549018
Y23H5B.5	CBG03993	1:1	818543
Y23H5B.4	CBG03995	1:1	747625
Y23H5B.3	CBG25260	1:1	
Y23H5B.9	CBG20892	n:m	
Y23H5B.9	CBG17794	n:m	
Y23H5B.9	CBG17970	n:m	
Y23H5B.9	CBG05377	n:m	286388
C55C2.4	CBG04162	1:1	321376
C55C2.2	CBG20377	n:m	
C55C2.2	CBG02298	n:m	
C55C2.2	CBG20623	n:m	
C55C2.2	CBG20628	n:m	
C55C2.2	CBG16598	n:m	
C55C2.1	CBG04163	1:1	282555
C55C2.5a	CBG04164	1:1	756989
K07A3.1a.2	CBG04165	1:1	764975
K07A3.2a	CBG04166	1:1	643498
K07A3.3b	CBG04167	1:1	866441
Y23H5A.5a	CBG14987	1:1	
Y23H5A.4a	CBG14988	1:1	319687
Y23H5A.3	CBG14989	1:1	319404
Y23H5A.2a	CBG14990	1:1	321142
Y23H5A.7a	CBG04128	1:1	838651
F40E3.2	CBG04127	1:1	658959
F40E3.5.1	CBG04124	1:1	311935
F32B5.6a	CBG04107	1:1	318992
F32B5.7a.1	CBG04106	1:1	266966
F32B5.8a	CBG04105	1:1	767906
F32B5.3	CBG18972	n:1	
F32B5.2	CBG04110	1:1	311848
F32B5.1	CBG04232	n:1	
Y71F9B.5a.2	CBG04112	1:1	641181
Y71F9B.6a	CBG04113	1:1	261486
Y71F9B.4.1	CBG04114	1:1	
Y71F9B.3	CBG04115	1:1	
Y71F9B.2a	CBG04116	1:1	854387
Y71F9B.8a	CBG04117	1:1	564818
Y71F9B.7	CBG04120	1:1	557274
Y71F9B.9a	CBG04121	1:1	548623
Y71F9B.10c	CBG04122	1:1	574864
Y71F9B.13a	CBG04123	1:1	319451
W03D8.9.1	CBG09313	n:1	
W03D8.1	CBG25256	1:1	322205
W03D8.8	CBG04103	1:1	
W03D8.2b	CBG15204	1:1	610918
W03D8.6a	CBG04100	1:1	266360
W03D8.11	CBG04098	1:1	319631
W03D8.3	CBG04237	n:1	
W10C8.2	CBG04236	1:1	
W10C8.1a	CBG04234	1:1	738202
W10C8.4a	CBG04233	1:1	316929
W10C8.5.1	CBG04232	n:1	829629
W10C8.6	CBG04231	1:1	321179
Y71F9AL.10.2	CBG04230	1:1	
Y71F9AL.12	CBG04229	1:1	320420
Y71F9AL.13a.1	CBG04228	1:1	865552
Y71F9AL.9	CBG04227	1:1	572753
Y71F9AL.8	CBG04226	1:1	322077
Y71F9AL.14.1	CBG04225	1:1	836048
Y71F9AL.16	CBG04224	1:1	784101
Y71F9AL.17.1	CBG04223	1:1	546997
Y71F9AL.4	CBG17743	1:1	277280
Y71F9AL.2	CBG02852	n:1	
Y71F9AL.1	CBG04220	1:1	
Y71F9AM.6	CBG04219	1:1	696493
Y71F9AM.5a	CBG04218	1:1	
Y71F9AM.4a	CBG04215	1:1	813007
Y71F9AR.1	CBG04211	1:1	318856
Y71F9AR.2	CBG04185	1:1	544430
Y71F9AR.3	CBG04186	1:1	320399
Y54E10BL.4	CBG04187	1:1	
Y54E10BL.5	CBG04188	1:1	700170
Y54E10BL.6	CBG04190	1:1	547496
Y54E10BL.2	CBG04191	1:1	572720
Y54E10BR.4	CBG04192	1:1	783372
Y54E10BR.3	CBG04193	1:1	772864
Y54E10BR.5	CBG04194	1:1	764473
Y54E10BR.6	CBG04195	1:1	838675
Y54E10BR.2.1	CBG04196	1:1	775064
Y54E10BR.7	CBG04197	1:1	
Y54E10BR.8	CBG04199	1:1	274655
Y54E10BR.1a	CBG04200	1:1	863337
M01B12.3	CBG04201	1:1	693030
M01B12.4c	CBG04202	1:1	544309
M01B12.5a.1	CBG04203	1:1	547152
C45E1.1a	CBG04204	1:1	730602
C45E1.4	CBG04207	1:1	320632
K09H9.3	CBG04182	1:1	274810
K09H9.8	CBG04181	1:1	319935
K09H9.5	CBG04178	1:1	320495
K09H9.6.1	CBG04177	1:1	
K09H9.2.2	CBG04176	1:1	835902
Y54E10A.9c.1	CBG04175	1:1	554469
Y54E10A.7	CBG04173	1:1	853125
Y54E10A.6	CBG04172	1:1	848070
Y54E10A.5.2	CBG04171	1:1	751770
Y54E10A.10	CBG04170	1:1	828918
Y54E10A.11	CBG25264	1:1	303277
Y54E10A.17.2	CBG04168	1:1	320175
Y54E10A.4b	CBG14960	1:1	319397
Y54E10A.14	CBG14977	1:1	511506
Y54E10A.15	CBG14978	1:1	
Y54E10A.3	CBG14979	1:1	809131
Y54E10A.2	CBG14980	1:1	302919
Y54E10A.16.1	CBG14981	1:1	319011
Y44E3B.2	CBG14982	1:1	672426
Y44E3B.1a.1	CBG12574	n:m	313021
Y44E3B.1a.1	CBG27395	n:m	
W01B11.3.1	CBG14983	1:1	801512
W01B11.5d	CBG14984	1:1	271120
W01B11.2	CBG14974	1:1	771421
W01B11.6a	CBG14973	1:1	283600
W01B11.1	CBG04237	n:1	321193
Y44E3A.2	CBG14965	1:1	780948
Y44E3A.3	CBG14970	1:1	780369
Y44E3A.4	CBG14969	1:1	565999
Y44E3A.6b	CBG14967	1:1	825837
W05F2.7	CBG14963	1:1	318899
W05F2.2	CBG18306	n:1	
W05F2.3	CBG14962	1:1	320165
K03E5.3	CBG14952	1:1	552044
K03E5.2a	CBG14953	1:1	644250
K03E5.1	CBG14955	1:1	561473
Y47G6A.12	CBG14956	1:1	318868
Y47G6A.28	CBG14957	1:1	320418
Y47G6A.13	CBG14958	1:1	574715
Y47G6A.11	CBG14959	1:1	864532
Y47G6A.10	CBG14947	1:1	848764
Y47G6A.9	CBG14946	1:1	748385
Y47G6A.8	CBG14945	1:1	865359
Y47G6A.17	CBG14942	1:1	609347
Y47G6A.7a.1	CBG14941	1:1	778642
Y47G6A.18	CBG14940	1:1	726717
Y47G6A.6	CBG14939	1:1	665374
Y47G6A.19a	CBG14938	1:1	539175
Y47G6A.5a	CBG14937	1:1	568342
Y47G6A.20b	CBG14936	1:1	
Y47G6A.4	CBG14935	1:1	
Y47G6A.21	CBG14934	1:1	508577
Y47G6A.22	CBG14933	1:1	
Y47G6A.33	CBG14932	1:1	320966
Y47G6A.23d	CBG14931	1:1	836056
Y47G6A.24a	CBG11963	1:1	320574
Y47G6A.2.2	CBG11964	1:1	333108
Y47G6A.1.2	CBG11965	1:1	319702
T28F2.3	CBG11989	1:1	638938
T28F2.4a	CBG11988	1:1	760835
T28F2.1	CBG11987	n:1	
T28F2.5	CBG11986	1:1	
T28F2.6	CBG11985	1:1	578057
T28F2.8	CBG11984	1:1	580613
T28F2.7	CBG11983	1:1	544075
D1037.2	CBG12028	1:1	772164
D1037.3	CBG12026	1:1	860879
D1037.4	CBG12025	1:1	
D1037.1	CBG12024	1:1	551555
D1037.5	CBG12023	1:1	684667
H26D21.2	CBG12022	1:1	864534
H26D21.1	CBG12021	1:1	
F21A9.2	CBG12020	1:1	312201
T12F5.4	CBG12017	1:1	318891
T12F5.5a	CBG11993	1:1	571142
T12F5.1	CBG11994	1:1	312726
Y8G1A.1b	CBG19707	n:m	
Y8G1A.1b	CBG19773	n:m	
Y8G1A.2	CBG11995	1:1	769171
ZK770.3.1	CBG11996	1:1	769166
ZK770.1	CBG11997	1:1	267410
C32E8.6a	CBG11998	1:1	568951
C32E8.7	CBG12000	1:1	830346
C32E8.5.1	CBG12001	1:1	
C32E8.3	CBG12002	1:1	720777
C32E8.2a	CBG12003	1:1	822574
C32E8.8	CBG12004	1:1	
C32E8.9	CBG12007	1:1	
C32E8.10c	CBG12008	1:1	549007
C32E8.11	CBG12009	1:1	774425
F53F10.5.2	CBG12010	1:1	557460
F53F10.4	CBG12011	1:1	522102
F53F10.3.2	CBG12012	1:1	803709
F53F10.2a.1	CBG12014	1:1	534284
F53F10.1	CBG11966	1:1	319613
T03F1.5.1	CBG20874	n:m	
T03F1.5.1	CBG00341	n:m	573076
T03F1.6b	CBG11967	1:1	319811
T03F1.11	CBG11969	1:1	320954
T03F1.7	CBG11971	1:m	845379
T03F1.7	CBG11970	1:m	
T03F1.8a	CBG11972	1:1	830901
T03F1.9	CBG11973	1:1	276547
T03F1.3	CBG11974	1:1	865920
T03F1.2	CBG11976	1:1	
T03F1.1.2	CBG11977	1:1	
T03F1.12	CBG11978	1:1	854333
C50F2.3	CBG11979	1:1	547189
C50F2.2	CBG11980	1:1	277677
C50F2.10	CBG11981	1:m	313944
C50F2.10	CBG21681	1:m	
C50F2.4.2	CBG11982	1:1	320042
C50F2.5	CBG08352	n:1	
C50F2.6b	CBG12033	1:1	556513
C50F2.8	CBG12035	1:1	269599
T20F5.2	CBG12037	1:1	795167
T20F5.3.1	CBG12038	1:1	
T20F5.8	CBG26585	1:1	320803
T20F5.6	CBG12045	1:1	312153
T20F5.7	CBG12047	1:1	319971
T21E3.2	CBG12048	1:1	321694
T21E3.1	CBG12049	n:1	267930
T21E3.3	CBG12050	1:1	550111
F47B3.4	CBG10823	n:m	278079
F47B3.4	CBG17952	n:m	
F47B3.5	CBG10823	n:m	
F47B3.5	CBG17952	n:m	
F47B3.6	CBG20357	n:1	529883
F47B3.1	CBG20357	n:1	
F28H1.4a	CBG12087	1:1	303400
F28H1.5	CBG12086	1:1	321382
F28H1.3.3	CBG12085	1:1	781700
F28H1.2	CBG12084	1:1	542538
F28H1.1	CBG12082	1:1	321630
F55C7.7a	CBG12077	1:1	
C09D1.1b	CBG12070	1:1	
C09D1.2	CBG12071	1:1	585485
C24G7.4	CBG12068	1:1	
C24G7.2	CBG12067	1:1	544085
H31G24.4.2	CBG17647	n:1	
H31G24.3	CBG05970	n:1	
E01A2.3	CBG12066	1:1	843703
E01A2.4.1	CBG12065	1:1	549447
E01A2.2a.1	CBG12064	1:1	840659
E01A2.5	CBG12063	1:1	826709
E01A2.6.1	CBG12062	1:1	859353
E01A2.1b	CBG12061	1:1	757604
E01A2.7	CBG12060	1:1	742205
E01A2.10	CBG12059	n:1	742211
R12E2.15.2	CBG12055	n:m	
R12E2.15.2	CBG12056	n:m	
R12E2.15.2	CBG12058	n:m	286982
R12E2.14	CBG12055	n:m	
R12E2.14	CBG12056	n:m	286295
R12E2.14	CBG12058	n:m	
R12E2.8	CBG12054	1:1	
R12E2.9	CBG12053	1:1	769182
R12E2.5	CBG12052	1:1	769173
R12E2.4a	CBG12051	1:1	769172
R12E2.10	CBG12049	n:1	
R12E2.11	CBG12088	1:1	851343
R12E2.12	CBG12089	1:1	516757
R12E2.3	CBG12090	1:1	862816
R12E2.13	CBG12091	1:1	762048
R12E2.2	CBG12092	1:1	318915
R12E2.1	CBG12093	1:1	549759
C18E3.7a	CBG12094	n:1	261606
C18E3.6a.2	CBG12095	1:1	736640
C18E3.8	CBG12097	1:1	713325
C18E3.1	CBG12175	1:1	312242
C18E3.9b	CBG12174	1:1	320324
C43E11.6a.1	CBG12099	1:1	723252
C43E11.5	CBG08352	n:1	273344
C43E11.8	CBG12178	1:1	531196
C43E11.4	CBG12179	1:1	863730
C43E11.12a.1	CBG12180	1:1	313296
C43E11.3a	CBG12181	1:1	267779
C43E11.9	CBG12182	1:1	865237
C43E11.10	CBG12183	1:1	837312
C43E11.1	CBG12098	1:1	549708
Y47D9A.5.2	CBG09256	1:1	320502
Y47D9A.2b	CBG12185	1:1	708554
Y47D9A.1a	CBG12186	1:1	547126
ZK973.5	CBG23934	1:1	269348
ZK973.8	CBG04102	1:1	324142
ZK973.3	CBG23932	1:m	
ZK973.3	CBG12191	1:m	
ZK973.9	CBG12192	1:1	565321
ZK973.10.2	CBG23930	1:1	796688
ZK973.2.2	CBG23929	1:1	278044
ZK973.11	CBG23928	1:1	780363
ZK973.1	CBG23927	1:1	546799
T21E12.4	CBG12193	1:1	529431
T21E12.3	CBG14949	1:1	286472
C11D9.1	CBG12200	1:1	544256
T21E12.5	CBG12198	1:1	320613
C41D11.3c.1	CBG04004	1:1	319222
C41D11.2	CBG04003	1:1	864406
C41D11.8	CBG04002	1:1	698434
C41D11.9	CBG04001	1:1	524560
C41D11.5	CBG04000	1:1	317008
C41D11.7	CBG03999	1:m	
C41D11.7	CBG16740	1:m	784494
C41D11.1e	CBG04742	1:1	
T01A4.1d	CBG14865	1:1	
Y119C1B.4	CBG14873	1:1	
Y119C1B.5	CBG14874	1:1	814188
Y119C1B.6	CBG14884	1:1	321981
Y119C1B.8a	CBG14881	1:1	548990
Y119C1B.9	CBG14880	1:1	319526
Y119C1B.3	CBG22250	1:1	794985
Y119C1B.10a	CBG22252	1:1	320826
D1007.15	CBG22251	1:1	842520
D1007.14	CBG22253	1:1	276714
D1007.13b	CBG22254	1:1	320669
D1007.1	CBG22279	1:1	660213
D1007.18	CBG22277	1:1	322003
D1007.4	CBG22276	1:1	830850
D1007.5a	CBG22275	1:1	823090
D1007.6.2	CBG22274	1:1	
D1007.12.2	CBG22273	1:1	809723
D1007.10b.1	CBG22272	1:1	320163
D1007.19	CBG22271	1:1	313719
D1007.7	CBG22270	1:1	549415
D1007.16	CBG22269	1:1	752262
D1007.8	CBG22268	1:1	317328
C44E4.5	CBG22267	1:1	793646
C44E4.1a	CBG22244	1:1	
C44E4.4	CBG22240	1:1	754636
C44E4.6.1	CBG22239	1:1	854990
C44E4.3	CBG22238	1:1	793532
Y119C1A.1	CBG22237	1:1	312189
B0041.3	CBG22236	1:1	723490
B0041.4	CBG22235	1:1	865539
B0041.8.2	CBG22234	1:1	321118
B0041.5	CBG22233	1:1	856989
B0041.6a	CBG22232	1:1	795758
B0041.2d	CBG22231	1:1	269002
B0041.7	CBG22293	1:1	553890
T04D1.3d	CBG22292	1:1	531382
T04D1.4	CBG22297	1:1	266063
W09C3.4	CBG22296	1:1	828759
W09C3.3	CBG22299	n:1	503651
W09C3.6	CBG20874	n:m	610684
W09C3.6	CBG00341	n:m	
W09C3.7	CBG03865	1:1	313432
W09C3.1	CBG14903	n:1	
C10H11.7	CBG10833	1:1	
C10H11.6a	CBG17915	1:m	827079
C10H11.6a	CBG17916	1:m	
C10H11.5	CBG03964	1:1	
C10H11.3	CBG03962	1:1	827218
C10H11.8a	CBG03961	1:1	
C10H11.9	CBG03960	1:1	567762
C10H11.1	CBG03958	1:1	552711
C10H11.10	CBG03328	1:1	319581
M04F3.3	CBG14903	n:1	274684
M04F3.1.2	CBG03956	1:1	850519
M04F3.4b	CBG03955	1:1	547854
M04F3.5	CBG03954	1:1	666235
F54D7.4	CBG03952	1:1	
F54D7.3a	CBG03951	1:1	657288
F54D7.2	CBG03950	1:1	665132
F57C9.6	CBG03949	1:1	271230
F57C9.7	CBG04125	1:1	321060
F57C9.2	CBG03946	1:1	320338
F57C9.1b	CBG03945	1:1	
C01F4.2a	CBG03944	1:1	266909
F25F8.1	CBG20503	1:1	318906
F25F8.2	CBG20504	1:1	637317
F21F3.4	CBG20490	1:1	276618
F21F3.5	CBG20491	1:1	637284
F21F3.2	CBG09071	1:1	271199
F21F3.1.1	CBG20492	1:1	510863
F21F3.6	CBG20493	1:1	319558
F21F3.7	CBG20494	1:1	261106
F28B3.8	CBG20495	1:1	495032
F28B3.5a	CBG20496	1:1	553690
F28B3.9	CBG20497	1:1	860440
F28B3.4c	CBG20501	1:1	547199
F28B3.7a	CBG20485	1:1	547059
W03G9.3	CBG18306	n:1	
W03G9.2	CBG20484	1:1	312646
W03G9.4.1	CBG20483	1:1	808648
W03G9.5	CBG10779	1:1	610488
W03G9.9	CBG10778	1:1	312725
W03G9.1	CBG10777	1:1	268428
W03G9.7	CBG10775	1:1	660575
F54C1.5a	CBG10774	1:1	
F54C1.3a	CBG10773	1:1	313261
F54C1.9	CBG10768	1:m	312623
F54C1.9	CBG10791	1:m	
F54C1.1	CBG10769	1:1	333943
F54C1.6	CBG10770	1:1	320102
F54C1.7.1	CBG10771	1:1	552262
C46H11.4e	CBG10794	1:1	641828
C46H11.9	CBG10799	1:1	279400
C46H11.2	CBG10808	1:1	
C46H11.10a	CBG10807	1:1	320200
C30F8.4a	CBG10801	1:1	842740
C30F8.3	CBG10809	1:1	319496
Y110A7A.20	CBG10810	1:1	829381
Y110A7A.12	CBG10811	1:1	735970
Y110A7A.13	CBG10812	1:1	767501
Y110A7A.14.1	CBG10813	1:1	489592
Y110A7A.11	CBG10814	1:1	727266
Y110A7A.10	CBG10815	1:1	268987
Y110A7A.16	CBG10825	1:1	724740
Y110A7A.9a	CBG10826	1:1	782049
Y110A7A.17a	CBG10827	1:1	547482
Y110A7A.8	CBG10828	1:1	801510
Y110A7A.7	CBG10829	1:1	539879
Y110A7A.6a.2	CBG10830	1:1	691229
Y110A7A.5	CBG22220	1:m	
Y110A7A.5	CBG10832	1:m	496544
Y110A7A.4	CBG20269	1:1	
Y110A7A.3	CBG23747	1:1	
Y110A7A.2	CBG23748	1:1	
